t_pose,acc_x,acc_y,acc_z
0.001411,0.0237126853317022,0.0024652215652167,1.0003070831298828
0.0057479999999995,0.0239552054554224,0.0028862592298537,1.0003658533096311
0.0105179999999963,0.0241296272724866,0.0033491149079054,1.000465750694275
0.0175289999999949,0.024223368614912,0.0037372752558439,1.000605821609497
0.0199959999999991,0.0242696721106767,0.0039522969163954,1.0007317066192627
0.0249479999999966,0.0243070144206285,0.0039530140347778,1.0007736682891846
0.0299349999999976,0.024353627115488,0.0037549573462456,1.0006922483444214
0.0362010000000009,0.0244001131504774,0.0034454269334673,1.0004730224609375
0.0402229999999981,0.0244219880551099,0.0031524384394288,1.000149130821228
0.0443260000000009,0.0244127977639436,0.0029562385752797,0.9998186826705932
0.0504099999999962,0.0243916232138872,0.0028403168544173,0.9995626211166382
0.0538559999999997,0.0243907626718282,0.0027318592183291,0.9994004368782043
0.0609599999999991,0.0244343150407075,0.0025863866321742,0.9993094801902772
0.0649729999999981,0.0245105270296335,0.0023882838431745,0.9992413520812988
0.0705380000000004,0.0245747789740562,0.0021272348240017,0.9991524815559388
0.0750989999999947,0.0245874971151351,0.0018203686922788,0.999050498008728
0.0824379999999946,0.0245372839272022,0.0015168333193287,0.9989821314811708
0.0841359999999986,0.024434670805931,0.0012714685872197,0.9989702701568604
0.0904219999999986,0.0242662988603115,0.0011129316408187,0.9990253448486328
0.0946179999999949,0.0240009371191263,0.0010316302068531,0.9991701245307922
0.0987489999999961,0.0236522797495126,0.0009832070209085,0.9993964433670044
0.1047419999999983,0.0232737865298986,0.0009557176963426,0.9996435642242432
0.1086990000000005,0.0229188743978738,0.0010027795797213,0.9998471140861512
0.1157809999999954,0.0226277168840169,0.0011458350345492,0.9999935030937196
0.1191659999999974,0.0224290993064641,0.0013291193172335,1.0001204013824463
0.1234859999999971,0.0223421733826398,0.001462533371523,1.000268816947937
0.1300949999999938,0.0223723500967025,0.0014843868557363,1.0004290342330933
0.1335539999999964,0.0225028172135353,0.0014201002195477,1.0005470514297483
0.1400429999999978,0.0227060280740261,0.0013494966551661,1.0006002187728882
0.1443809999999939,0.0229586008936166,0.0013166214339435,1.000619411468506
0.1501599999999962,0.0232468526810407,0.0013021437916904,1.0006524324417114
0.1537949999999982,0.0235591810196638,0.0012964459601789,1.0007410049438477
0.1588349999999991,0.0238686557859182,0.0013380106538534,1.0008924007415771
0.164814999999995,0.0241431985050439,0.001443306566216,1.0010699033737185
0.1683189999999958,0.0243593305349349,0.0015537681756541,1.001250386238098
0.1742679999999964,0.0245008990168571,0.0015897792764008,1.001439094543457
0.1789569999999948,0.0245520956814289,0.0015561031177639,1.0016223192214966
0.1842209999999977,0.0245151687413454,0.0015450516948476,1.00177264213562
0.1885210000000006,0.0244291890412569,0.0016381603199988,1.0018813610076904
0.1957129999999961,0.0243371501564979,0.0018600336043164,1.0019664764404297
0.1979639999999999,0.0242548864334821,0.0021966635249555,1.0020424127578735
0.2036259999999965,0.0241653826087713,0.0025991364382207,1.002102971076965
0.2088839999999981,0.0240327753126621,0.0029760347679257,1.002138614654541
0.213314999999995,0.0238309372216463,0.0032408349215984,1.0021365880966189
0.2182180000000007,0.0235593188554048,0.0033768906723707,1.0020771026611328
0.2228609999999971,0.023242749273777,0.0034216030035167,1.0019348859786987
0.2293309999999983,0.0229131765663623,0.0034122429788112,1.001676082611084
0.2334339999999938,0.0226070173084735,0.003379053203389,1.001278519630432
0.2381929999999993,0.0223629605025053,0.0033574751578271,1.0007755756378174
0.2442819999999992,0.0221798792481422,0.0033685294911265,1.0002479553222656
0.2480979999999981,0.0220261663198471,0.0034215310588479,0.9997641444206238
0.2529289999999964,0.0218939948827028,0.0035280685406178,0.9993404150009156
0.2581800000000003,0.0218055192381143,0.0036780484952032,0.9989414811134338
0.2641879999999946,0.0217821095138788,0.0038450825959444,0.9985278844833374
0.2671259999999966,0.0218092761933803,0.004002658650279,0.9981274604797364
0.2743739999999962,0.0218512676656246,0.0041134674102067,0.997818887233734
0.2790089999999982,0.0218917727470397,0.0041446271352469,0.9976421594619752
0.2818719999999957,0.0219356380403041,0.0040734405629336,0.9975779056549072
0.2879979999999996,0.0219979993999004,0.0038914906326681,0.9976015686988832
0.2928600000000005,0.0220956448465585,0.0036361517850309,0.9977092742919922
0.2978119999999981,0.022234559059143,0.00336141185835,0.997912585735321
0.3024959999999992,0.0224065035581588,0.0030861704144626,0.9982174038887024
0.3087319999999963,0.0225868429988622,0.0028076227754354,0.998584508895874
0.3128839999999982,0.0227333791553974,0.0025410219095647,0.9989649653434752
0.3165779999999941,0.022814841940999,0.0023265047930181,0.9993378520011902
0.3225879999999961,0.0228323768824338,0.0021989538799971,0.9996759295463562
0.328262999999999,0.0227946303784847,0.0021650718990713,0.9999423623085022
0.3319429999999993,0.0227041877806186,0.0021751727908849,1.0001051425933838
0.3375899999999965,0.022587738931179,0.0021436964161694,1.0001546144485474
0.3435459999999948,0.0225069038569927,0.0020409976132214,1.000133037567139
